Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
"Neural consequences of binaural beat stimulation on auditory sentence comprehension: An EEG study.","Kim, Jeahong; Kim, Hyun-Woong; Kovar, Jessica; Lee, Yune Sang","Cerebral Cortex",="10473211",,="20240101","34","1","1","9","2024-51130-059","10.1093/cercor/bhad459","Oxford University Press","Journal Article","Auditory Perception; Auditory Stimulation; Electroencephalography; Sentence Comprehension; Stimulation; Beta Rhythm; Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Thirties (30-39 yrs); Male; Female",,"A growing literature has shown that binaural beat (BB)—generated by dichotic presentation of slightly mismatched pure tones—improves cognition. We recently found that BB stimulation of either beta (18 Hz) or gamma (40 Hz) frequencies enhanced auditory sentence comprehension. Here, we used electroencephalography (EEG) to characterize neural oscillations pertaining to the enhanced linguistic operations following BB stimulation. Sixty healthy young adults were randomly assigned to one of three listening groups: 18-Hz BB, 40-Hz BB, or pure-tone baseline, all embedded in music. After listening to the sound for 10 min (stimulation phase), participants underwent an auditory sentence comprehension task involving spoken sentences that contained either an object or subject relative clause (task phase). During the stimulation phase, 18-Hz BB yielded increased EEG power in a beta frequency range, while 40-Hz BB did not. During the task phase, only the 18-Hz BB resulted in significantly higher accuracy and faster response times compared with the baseline, especially on syntactically more complex object-relative sentences. The behavioral improvement by 18-Hz BB was accompanied by attenuated beta power difference between object- and subject-relative sentences. Altogether, our findings demonstrate beta oscillations as a neural correlate of improved syntactic operation following BB stimulation. (PsycInfo Database Record (c) 2024 APA, all rights reserved)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=psyh&AN=2024-51130-059&lang=es&site=ehost-live"
"Perceptual Consequences of Disrupted Auditory Nerve Activity.","Zeng, Fan-Gang; Kong, Ying-Yee; Michalewski, Henry J.; Starr, Arnold","Journal of Neurophysiology",="00223077",,="20050601","93","6","3050","14","2005-05750-020","10.1152/jn.00985.2004","American Physiological Society","Journal Article","Acoustic Nerve; Auditory Perception; Hearing Disorders; Nervous System Disorders; Consequence; Childhood (birth-12 yrs); School Age (6-12 yrs); Adolescence (13-17 yrs); Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Thirties (30-39 yrs); Middle Age (40-64 yrs); Male; Female",,"Perceptual consequences of disrupted auditory nerve activity were systematically studied in 21 subjects who had been clinically diagnosed with auditory neuropathy (AN), a recently defined disorder characterized by normal outer hair cell function but disrupted auditory nerve function. Neurological and electrophysical evidence suggests that disrupted auditory nerve activity is due to desynchronized or reduced neural activity or both. Psychophysical measures showed that the disrupted neural activity has minimal effects on intensity-related perception, such as loudness discrimination, pitch discrimination at high frequencies, and sound localization using interaural level differences. In contrast, the disrupted neural activity significantly impairs timing related perception, such as pitch discrimination at low frequencies, temporal integration, gap detection, temporal modulation detection, backward and forward masking, signal detection in noise, binaural beats, and sound localization using interaural time differences. These perceptual consequences are the opposite of what is typically observed in cochlear-impaired subjects who have impaired intensity perception but relatively normal temporal processing after taking their impaired intensity perception into account. These differences in perceptual consequences between auditory neuropathy and cochlear damage suggest the use of different neural codes in auditory perception: a suboptimal spike count code for intensity processing, a synchronized spike code for temporal processing, and a duplex code for frequency processing. We also proposed two underlying physiological models based on desynchronized and reduced discharge in the auditory nerve to successfully account for the observed neurological and behavioral data. These methods and measures cannot differentiate between these two AN models, but future studies using electric stimulation of the auditory nerve via a cochlear implant might. These results not only show the unique contribution of neural synchrony to sensory perception but also provide guidance for translational research in terms of better diagnosis and management of human communication disorders. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=psyh&AN=2005-05750-020&lang=es&site=ehost-live"
"Personalized theta and beta binaural beats for brain entrainment: An electroencephalographic analysis.","Corona-González, César E.; Alonso-Valerdi, Luz María; Ibarra-Zarate, David I.","Frontiers in Psychology",="16641078",,="20211111","12",,,,"2022-11107-001","10.3389/fpsyg.2021.764068","Frontiers Media S.A.","Journal Article","Ear (Anatomy); Electroencephalography; Personalization; Stimulation; Theta Rhythm; Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Thirties (30-39 yrs); Male; Female",,"Binaural beats (BB) consist of two slightly distinct auditory frequencies (one in each ear), which are differentiated with clinical electroencephalographic (EEG) bandwidths, namely, delta, theta, alpha, beta, or gamma. This auditory stimulation has been widely used to module brain rhythms and thus inducing the mental condition associated with the EEG bandwidth in use. The aim of this research was to investigate whether personalized BB (specifically those within theta and beta EEG bands) improve brain entrainment. Personalized BB consisted of pure tones with a carrier tone of 500 Hz in the left ear together with an adjustable frequency in the right ear that was defined for theta BB (since fc for theta EEG band was 4.60 Hz ± 0.70 SD) and beta BB (since fc for beta EEG band was 18.42 Hz ± 2.82 SD). The adjustable frequencies were estimated for each participant in accordance with their heart rate by applying the Brain-Body Coupling Theorem postulated by Klimesch. To achieve this aim, 20 healthy volunteers were stimulated with their personalized theta and beta BB for 20 min and their EEG signals were collected with 22 channels. EEG analysis was based on the comparison of power spectral density among three mental conditions: (1) theta BB stimulation, (2) beta BB stimulation, and (3) resting state. Results showed larger absolute power differences for both BB stimulation sessions than resting state on bilateral temporal and parietal regions. This power change seems to be related to auditory perception and sound location. However, no significant differences were found between theta and beta BB sessions when it was expected to achieve different brain entrainments, since theta and beta BB induce relaxation and readiness, respectively. In addition, relative power analysis (theta BB/resting state) revealed alpha band desynchronization in the parieto-occipital region when volunteers listened to theta BB, suggesting that participants felt uncomfortable. In conclusion, neural resynchronization was met with both personalized theta and beta BB, but no different mental conditions seemed to be achieved. (PsycInfo Database Record (c) 2024 APA, all rights reserved)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=psyh&AN=2022-11107-001&lang=es&site=ehost-live"
"Personalized Theta and Beta Binaural Beats for Brain Entrainment: An Electroencephalographic Analysis.","Corona-González CE; Alonso-Valerdi LM; Ibarra-Zarate DI","Frontiers in psychology",="1664-1078",,="2021 Nov 11","12",,"764068",,"34867666","10.3389/fpsyg.2021.764068","Frontiers Research Foundation","Journal Article",,,"Binaural beats (BB) consist of two slightly distinct auditory frequencies (one in each ear), which are differentiated with clinical electroencephalographic (EEG) bandwidths, namely, delta, theta, alpha, beta, or gamma. This auditory stimulation has been widely used to module brain rhythms and thus inducing the mental condition associated with the EEG bandwidth in use. The aim of this research was to investigate whether personalized BB (specifically those within theta and beta EEG bands) improve brain entrainment. Personalized BB consisted of pure tones with a carrier tone of 500 Hz in the left ear together with an adjustable frequency in the right ear that was defined for theta BB (since f c for theta EEG band was 4.60 Hz ± 0.70 SD) and beta BB (since f c for beta EEG band was 18.42 Hz ± 2.82 SD). The adjustable frequencies were estimated for each participant in accordance with their heart rate by applying the Brain-Body Coupling Theorem postulated by Klimesch. To achieve this aim, 20 healthy volunteers were stimulated with their personalized theta and beta BB for 20 min and their EEG signals were collected with 22 channels. EEG analysis was based on the comparison of power spectral density among three mental conditions: (1) theta BB stimulation, (2) beta BB stimulation, and (3) resting state. Results showed larger absolute power differences for both BB stimulation sessions than resting state on bilateral temporal and parietal regions. This power change seems to be related to auditory perception and sound location. However, no significant differences were found between theta and beta BB sessions when it was expected to achieve different brain entrainments, since theta and beta BB induce relaxation and readiness, respectively. In addition, relative power analysis (theta BB/resting state) revealed alpha band desynchronization in the parieto-occipital region when volunteers listened to theta BB, suggesting that participants felt uncomfortable. In conclusion, neural resynchronization was met with both personalized theta and beta BB, but no different mental conditions seemed to be achieved. Competing Interests: The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest. Copyright © 2021 Corona-González, Alonso-Valerdi and Ibarra-Zarate.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=cmedm&AN=34867666&lang=es&site=ehost-live"
"Predicting the effectiveness of binaural beats on working memory.","Rao AZ; Mujib MD; Qazi SA; Alokaily AO; Ikhlaq A; Mirza EH; Aldohbeyb AA; Hasan MA","Neuroreport",="1473-558X",,="2024 Dec 04","35","17","1082",,"39423321","10.1097/WNR.0000000000002101","Lippincott Williams & Wilkins","Journal Article","Memory, Short-Term physiology; Electroencephalography methods; Machine Learning; Humans; Male; Female; Young Adult; Adult; Acoustic Stimulation methods; Brain Waves physiology; Attention physiology; Auditory Perception physiology; Brain physiology",,"Working memory is vital for short-term information processing. Binaural beats can enhance working memory by improving attention and memory consolidation through neural synchronization. However, individual differences in cognitive and neuronal functioning affect effectiveness of binaural beats, necessitating personalized approaches. This study aimed to develop a machine learning model to predict binaural beats's effectiveness on working memory using electroencephalography. Sixty healthy participants underwent a 5-min electroencephalography recording, an initial working memory evaluation, 15 min of binaural beats stimulation, and a subsequent working memory evaluation using digit span tests of increasing difficulty. Recall accuracy and response times were measured. Differential scores from pre-evaluation and post-evaluation labeled participants as active or inactive to binaural beats stimulation. electroencephalography data, recorded using 14 electrodes, provided brain activity estimates across theta, alpha, beta, and gamma frequency bands, resulting in 56 features (14 channels × 4 bands) for the machine learning model. Several classifiers were tested to identify the most effective model. The weighted K-nearest neighbors model achieved the highest accuracy (90.0%) and area under the receiver operating characteristic curve (92.24%). Frontal and parietal electroencephalography channels in theta and alpha bands were crucial for classification. This study's findings offer significant clinical insights, enabling informed interventions and preventing resource inefficiency. Copyright © 2024 Wolters Kluwer Health, Inc. All rights reserved.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=cmedm&AN=39423321&lang=es&site=ehost-live"
"Reduced pain and analgesic use after acoustic binaural beats therapy in chronic pain—A double‐blind randomized control cross‐over trial.","Gkolias, Vasileios; Amaniti, Aikaterini; Triantafyllou, Areti; Papakonstantinou, Panagiota; Kartsidis, Panagiotis; Paraskevopoulos, Evangelos; Bamidis, Panagiotis D.; Hadjileontiadis, Leontios; Kouvelas, Dimitrios","European Journal of Pain",="10903801",,="20201001","24","9","1716","14","2020-55856-001","10.1002/ejp.1615","Wiley-Blackwell Publishing Ltd.","Journal Article","Analgesia; Auditory Stimulation; Chronic Pain; Pain Management; Treatment; Drug Therapy; Adulthood (18 yrs & older); Male; Female",,"Background: Binaural Beats (BB) consist of two artificial acoustic stimuli with different frequency, presented simultaneously but independently to each ear. The human brain perceives and synchronizes to this frequency difference (entrainment). Aim of this study was to test the hypothesis that brain entrainment to a lower function rhythm, with BB application, can decrease pain perception and analgesic medication use, in chronic pain patients. Methods: In a double blind, randomized, cross‐over trial, BB at 5Hz (theta rhythm) were applied for 30 minutes, under simultaneous electroencephalogram recordings, followed by liberal, on demand use by chronic pain patients for a week, compared to sham stimulation (SS). Pain as the main outcome (numeric scale, NRS), stress (STAI) and medication usage (defined daily doses, DDD) were assessed at baseline, 30 minutes and week's end. Results: Perceived pain (NRS) was significantly reduced in BB intervention (5.6 ± 2.3 to 3.4 ± 2.6, p < 0.001), compared to SS (5.2 ± 2.1 to 4.8 ± 2.3, p = 0.78), during the first 30‐minute phase, as well as at the week's end (to 3.9 ± 2.5 compared to 5.5 ± 2.6 respectively, p < 0.001). The mean EEG theta power at 5Hz was significantly increased only during BB application. Stress was significantly reduced at 30 minutes in both interventions but remained reduced only in the BB group at the week's end. Analgesic medication consumption (DDD, g) during the week was significantly less in the BB intervention (3.9 ± 3.7 vs. 4.6 ± 4.1, p < 0.05), while reporting equal to SS mean levels of pain. Conclusions: Acoustic BB reduced pain intensity, stress and analgesic use, compared to SS, in chronic pain patients. Significance: This study provides evidence that theta rhythm binaural beats can alleviate pain intensity, both after a brief 30 minute and a longer one week on‐demand intervention. The subsequent significant reduction in analgesic medication consumption in chronic pain patients' daily living could offer a valuable tool, augmenting the effect of existing pain therapies. (PsycInfo Database Record (c) 2021 APA, all rights reserved)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=psyh&AN=2020-55856-001&lang=es&site=ehost-live"
"Short-Term Effects of Binaural Beats on EEG Power, Functional Connectivity, Cognition, Gait and Anxiety in Parkinson's Disease.","Gálvez G; Recuero M; Canuet L; Del-Pozo F","International journal of neural systems",="1793-6462",,="2018 Jun","28","5","1750055",,"29297265","10.1142/S0129065717500551","World Scientific Pub. Co","Journal Article","Anxiety physiopathology; Anxiety therapy; Auditory Perception physiology; Brain physiopathology; Gait physiology; Memory, Short-Term physiology; Parkinson Disease physiopathology; Cognition physiology; Double-Blind Method; Electroencephalography; Female; Heart Rate physiology; Humans; Male; Middle Aged; Neural Pathways physiopathology; Parkinson Disease psychology; Parkinson Disease therapy; Periodicity; Time Factors",,"We applied rhythmic binaural sound to Parkinson's Disease (PD) patients to investigate its influence on several symptoms of this disease and on Electrophysiology (Electrocardiography and Electroencephalography (EEG)). We conducted a double-blind, randomized controlled study in which rhythmic binaural beats and control were administered over two randomized and counterbalanced sessions (within-subjects repeated-measures design). Patients ([Formula: see text], age [Formula: see text], stage I-III Hoehn & Yahr scale) participated in two sessions of sound stimulation for 10[Formula: see text]min separated by a minimum of 7 days. Data were collected immediately before and after both stimulations with the following results: (1) a decrease in theta activity, (2) a general decrease in Functional Connectivity (FC), and (3) an improvement in working memory performance. However, no significant changes were identified in the gait performance, heart rate or anxiety level of the patients. With regard to the control stimulation, we did not identify significant changes in the variables analyzed. The use of binaural-rhythm stimulation for PD, as designed in this study, seems to be an effective, portable, inexpensive and noninvasive method to modulate brain activity. This influence on brain activity did not induce changes in anxiety or gait parameters; however, it resulted in a normalization of EEG power (altered in PD), normalization of brain FC (also altered in PD) and working memory improvement (a normalizing effect). In summary, we consider that sound, particularly binaural-rhythmic sound, may be a co-assistant tool in the treatment of PD, however more research is needed to consider the use of this type of stimulation as an effective therapy.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=cmedm&AN=29297265&lang=es&site=ehost-live"
"The effect of binaural beats on verbal working memory and cortical connectivity.","Beauchene C; Abaid N; Moran R; Diana RA; Leonessa A","Journal of neural engineering",="1741-2552",,="2017 Apr","14","2","026014",,"28145275","10.1088/1741-2552/aa5d67","Institute of Physics Pub","Journal Article","Acoustic Stimulation methods; Cerebral Cortex physiology; Connectome methods; Cortical Synchronization physiology; Memory, Short-Term physiology; Nerve Net physiology; Pitch Perception physiology; Adolescent; Adult; Female; Humans; Male; Middle Aged; Task Performance and Analysis; Young Adult",,"Objective: Synchronization in activated regions of cortical networks affect the brain's frequency response, which has been associated with a wide range of states and abilities, including memory. A non-invasive method for manipulating cortical synchronization is binaural beats. Binaural beats take advantage of the brain's response to two pure tones, delivered independently to each ear, when those tones have a small frequency mismatch. The mismatch between the tones is interpreted as a beat frequency, which may act to synchronize cortical oscillations. Neural synchrony is particularly important for working memory processes, the system controlling online organization and retention of information for successful goal-directed behavior. Therefore, manipulation of synchrony via binaural beats provides a unique window into working memory and associated connectivity of cortical networks. Approach: In this study, we examined the effects of different acoustic stimulation conditions during an N-back working memory task, and we measured participant response accuracy and cortical network topology via EEG recordings. Six acoustic stimulation conditions were used: None, Pure Tone, Classical Music, 5 Hz binaural beats, 10 Hz binaural beats, and 15 Hz binaural beats. Main Results: We determined that listening to 15 Hz binaural beats during an N-Back working memory task increased the individual participant's accuracy, modulated the cortical frequency response, and changed the cortical network connection strengths during the task. Only the 15 Hz binaural beats produced significant change in relative accuracy compared to the None condition. Significance: Listening to 15 Hz binaural beats during the N-back task activated salient frequency bands and produced networks characterized by higher information transfer as compared to other auditory stimulation conditions.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=cmedm&AN=28145275&lang=es&site=ehost-live"
"The Effect of Binaural Beats on Visuospatial Working Memory and Cortical Connectivity.","Beauchene C; Abaid N; Moran R; Diana RA; Leonessa A","PloS one",="1932-6203",,="2016 Nov 28","11","11","e0166630",,"27893766","10.1371/journal.pone.0166630","Public Library of Science","Journal Article","Auditory Cortex physiology; Memory, Short-Term; Acoustic Stimulation; Adult; Auditory Cortex diagnostic imaging; Auditory Perception physiology; Behavior; Electroencephalography; Female; Humans; Male; Middle Aged; Young Adult",,"Binaural beats utilize a phenomenon that occurs within the cortex when two different frequencies are presented separately to each ear. This procedure produces a third phantom binaural beat, whose frequency is equal to the difference of the two presented tones and which can be manipulated for non-invasive brain stimulation. The effects of binaural beats on working memory, the system in control of temporary retention and online organization of thoughts for successful goal directed behavior, have not been well studied. Furthermore, no studies have evaluated the effects of binaural beats on brain connectivity during working memory tasks. In this study, we determined the effects of different acoustic stimulation conditions on participant response accuracy and cortical network topology, as measured by EEG recordings, during a visuospatial working memory task. Three acoustic stimulation control conditions and three binaural beat stimulation conditions were used: None, Pure Tone, Classical Music, 5Hz binaural beats, 10Hz binaural beats, and 15Hz binaural beats. We found that listening to 15Hz binaural beats during a visuospatial working memory task not only increased the response accuracy, but also modified the strengths of the cortical networks during the task. The three auditory control conditions and the 5Hz and 10Hz binaural beats all decreased accuracy. Based on graphical network analyses, the cortical activity during 15Hz binaural beats produced networks characteristic of high information transfer with consistent connection strengths throughout the visuospatial working memory task. Competing Interests: The authors have declared that no competing interests exist.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=cmedm&AN=27893766&lang=es&site=ehost-live"
"The impact of monaural beat stimulation on anxiety and cognition.","Chaieb, Leila; Wilpert, Elke C.; Hoppe, Christian; Axmacher, Nikolai; Fell, Juergen","Frontiers in Human Neuroscience",="16625161",,="20170515","11",,,,"2017-24129-001","10.3389/fnhum.2017.00251","Frontiers Media S.A.","Journal Article","Anxiety; Emotional States; Long Term Care; Short Term Memory; Adulthood (18 yrs & older); Male; Female",,"Application of auditory beat stimulation has been speculated to provide a promising new tool with which to alleviate symptoms of anxiety and to enhance cognition. In spite of reportedly similar EEG effects of binaural and monaural beats, data on behavioral effects of monaural beats are still lacking. Therefore, we examined the impact of monaural beat stimulation on anxiety, mood and memory performance. We aimed to target states related to anxiety levels and general well-being, in addition to long-term and working memory processes, using monaural beats within the range of main cortical rhythms. Theta (6 Hz), alpha (10 Hz) and gamma (40 Hz) beat frequencies, as well as a control stimulus were applied to healthy participants for 5 min. After each stimulation period, participants were asked to evaluate their current mood state and to perform cognitive tasks examining long-term and working memory processes, in addition to a vigilance task. Monaural beat stimulation was found to reduce state anxiety. When evaluating responses for the individual beat frequencies, positive effects on state anxiety were observed for all monaural beat conditions compared to control stimulation. Our results indicate a role for monaural beat stimulation in modulating state anxiety and are in line with previous studies reporting anxiety-reducing effects of auditory beat stimulation. (PsycInfo Database Record (c) 2022 APA, all rights reserved)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=psyh&AN=2017-24129-001&lang=es&site=ehost-live"
"The Impact of Monaural Beat Stimulation on Anxiety and Cognition.","Chaieb L; Wilpert EC; Hoppe C; Axmacher N; Fell J","Frontiers in human neuroscience",="1662-5161",,="2017 May 15","11",,"251",,"28555100","10.3389/fnhum.2017.00251","Frontiers Research Foundation","Journal Article",,,"Application of auditory beat stimulation has been speculated to provide a promising new tool with which to alleviate symptoms of anxiety and to enhance cognition. In spite of reportedly similar EEG effects of binaural and monaural beats, data on behavioral effects of monaural beats are still lacking. Therefore, we examined the impact of monaural beat stimulation on anxiety, mood and memory performance. We aimed to target states related to anxiety levels and general well-being, in addition to long-term and working memory processes, using monaural beats within the range of main cortical rhythms. Theta (6 Hz), alpha (10 Hz) and gamma (40 Hz) beat frequencies, as well as a control stimulus were applied to healthy participants for 5 min. After each stimulation period, participants were asked to evaluate their current mood state and to perform cognitive tasks examining long-term and working memory processes, in addition to a vigilance task. Monaural beat stimulation was found to reduce state anxiety. When evaluating responses for the individual beat frequencies, positive effects on state anxiety were observed for all monaural beat conditions compared to control stimulation. Our results indicate a role for monaural beat stimulation in modulating state anxiety and are in line with previous studies reporting anxiety-reducing effects of auditory beat stimulation.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=cmedm&AN=28555100&lang=es&site=ehost-live"
"Tracking EEG changes in response to alpha and beta binaural beats.","Vernon, D.; Peryer, G.; Louch, J.; Shaw, M.","International Journal of Psychophysiology",="01678760",,="20140701","93","1","134","6","2012-29693-001","10.1016/j.ijpsycho.2012.10.008","Elsevier Science","Journal Article","Alpha Rhythm; Auditory Stimulation; Electroencephalography; Beta Rhythm; Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Thirties (30-39 yrs); Male; Female",,"A binaural beat can be produced by presenting two tones of a differing frequency, one to each ear. Such auditory stimulation has been suggested to influence behaviour and cognition via the process of cortical entrainment. However, research so far has only shown the frequency following responses in the traditional EEG frequency ranges of delta, theta and gamma. Hence a primary aim of this research was to ascertain whether it would be possible to produce clear changes in the EEG in either the alpha or beta frequency ranges. Such changes, if possible, would have a number of important implications as well as potential applications. A secondary goal was to track any observable changes in the EEG throughout the entrainment epoch to gain some insight into the nature of the entrainment effects on any changes in an effort to identify more effective entrainment regimes. Twenty two healthy participants were recruited and randomly allocated to one of two groups, each of which was exposed to a distinct binaural beat frequency for ten 1-minute epochs. The first group listened to an alpha binaural beat of 10Hz and the second to a beta binaural beat of 20 Hz. EEG was recorded from the left and right temporal regions during pre-exposure baselines, stimulus exposure epochs and post-exposure baselines. Analysis of changes in broad-band and narrow-band amplitudes, and frequency showed no effect of binaural beat frequency eliciting a frequency following effect in the EEG. Possible mediating factors are discussed and a number of recommendations are made regarding future studies, exploring entrainment effects from a binaural beat presentation. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=psyh&AN=2012-29693-001&lang=es&site=ehost-live"
"Tracking EEG changes in response to alpha and beta binaural beats.","Vernon D; Peryer G; Louch J; Shaw M","International journal of psychophysiology : official journal of the International Organization of Psychophysiology",="1872-7697",,="2014 Jul","93","1","134",,"23085086","10.1016/j.ijpsycho.2012.10.008","Elsevier","Journal Article","Acoustic Stimulation; Alpha Rhythm physiology; Beta Rhythm physiology; Electroencephalography methods; Adolescent; Adult; Female; Humans; Male; Vision, Ocular physiology; Young Adult",,"A binaural beat can be produced by presenting two tones of a differing frequency, one to each ear. Such auditory stimulation has been suggested to influence behaviour and cognition via the process of cortical entrainment. However, research so far has only shown the frequency following responses in the traditional EEG frequency ranges of delta, theta and gamma. Hence a primary aim of this research was to ascertain whether it would be possible to produce clear changes in the EEG in either the alpha or beta frequency ranges. Such changes, if possible, would have a number of important implications as well as potential applications. A secondary goal was to track any observable changes in the EEG throughout the entrainment epoch to gain some insight into the nature of the entrainment effects on any changes in an effort to identify more effective entrainment regimes. Twenty two healthy participants were recruited and randomly allocated to one of two groups, each of which was exposed to a distinct binaural beat frequency for ten 1-minute epochs. The first group listened to an alpha binaural beat of 10 Hz and the second to a beta binaural beat of 20 Hz. EEG was recorded from the left and right temporal regions during pre-exposure baselines, stimulus exposure epochs and post-exposure baselines. Analysis of changes in broad-band and narrow-band amplitudes, and frequency showed no effect of binaural beat frequency eliciting a frequency following effect in the EEG. Possible mediating factors are discussed and a number of recommendations are made regarding future studies, exploring entrainment effects from a binaural beat presentation. Copyright © 2012 Elsevier B.V. All rights reserved.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=cmedm&AN=23085086&lang=es&site=ehost-live"
